0.000000000000000000e+00 nan nan nan
1.612348439246710479e-08 nan nan nan
2.280205030053790144e-08 nan nan nan
3.224696878493420959e-08 nan nan nan
3.605320713571334773e-08 nan nan nan
4.560410060107580289e-08 nan nan nan
4.837045317740132100e-08 nan nan nan
5.098693449837226657e-08 nan nan nan
5.813404971618349810e-08 nan nan nan
6.449393756986841918e-08 nan nan nan
6.647882920313967426e-08 nan nan nan
6.840615090161372418e-08 nan nan nan
7.210641427142669546e-08 nan nan nan
8.061742196233552397e-08 nan nan nan
8.061742196233553721e-08 nan nan nan
8.221396154429847665e-08 nan nan nan
8.682762071869629838e-08 nan nan nan
9.120820120215160577e-08 nan nan nan
9.401526186976469661e-08 nan nan nan
9.674090635480264200e-08 nan nan nan
9.807532672034707440e-08 nan nan nan
1.019738689967445331e-07 nan nan nan
1.032406737052763681e-07 nan nan nan
1.081596214071400564e-07 nan nan nan
1.128643907472697468e-07 nan nan nan
1.140102515026895138e-07 nan nan nan
1.140102515026895271e-07 nan nan nan
1.162680994323669962e-07 nan nan nan
1.173807381752598782e-07 nan nan nan
1.227927988089674602e-07 nan nan nan
1.259284387507522094e-07 nan nan nan
1.289878751397368384e-07 nan nan nan
1.299916869727386612e-07 nan nan nan
1.329576584062793485e-07 nan nan nan
1.368123018032274484e-07 nan nan nan
1.377591110368076995e-07 nan nan nan
1.386994571820872089e-07 nan nan nan
1.442128285428533909e-07 nan nan nan
1.451113595322039432e-07 nan nan nan
1.460043609425372064e-07 nan nan nan
1.486511811628184667e-07 nan nan nan
1.486511811628184932e-07 nan nan nan
1.521086475415438104e-07 nan nan nan
1.529608034951167931e-07 nan nan nan
1.587979050508873735e-07 nan nan nan
1.596143521037653432e-07 nan nan nan
1.612348439246710479e-07 nan nan nan
1.612348439246710744e-07 nan nan nan
1.620390127233783162e-07 nan nan nan
1.644279230885969533e-07 nan nan nan
1.660014318888178042e-07 nan nan nan
1.683341190489919740e-07 nan nan nan
1.713949901012766563e-07 nan nan nan
1.736552414373925968e-07 nan nan nan
1.744021491485505075e-07 nan nan nan
1.773583283171381792e-07 nan nan nan
1.780897059697834173e-07 nan nan nan
1.802660356785667254e-07 nan nan nan
1.802660356785667519e-07 nan nan nan
1.824164024043032115e-07 nan nan nan
1.838360067126050080e-07 nan nan nan
1.880305237395293932e-07 nan nan nan
1.887205463289990123e-07 nan nan nan
1.934818127096052840e-07 nan nan nan
1.941524622515740913e-07 nan nan nan
1.941524622515741178e-07 nan nan nan
1.948208031687146112e-07 nan nan nan
