0.000000000000000000e+00 nan nan nan
3.141592653589793089e-08 nan nan nan
4.442882938158365965e-08 nan nan nan
6.283185307179586178e-08 nan nan nan
7.024814731040726593e-08 nan nan nan
8.885765876316731931e-08 nan nan nan
9.424777960769379928e-08 nan nan nan
9.934588265796100938e-08 nan nan nan
1.132717339913897758e-07 nan nan nan
1.256637061435917236e-07 nan nan nan
1.295311834341518978e-07 nan nan nan
1.332864881447509856e-07 nan nan nan
1.404962946208145319e-07 nan nan nan
1.570796326794896611e-07 nan nan nan
1.601904224441409344e-07 nan nan nan
1.691799419646405417e-07 nan nan nan
1.777153175263346386e-07 nan nan nan
1.831847563628148076e-07 nan nan nan
1.884955592153875986e-07 nan nan nan
1.910956207871614861e-07 nan nan nan
1.986917653159220188e-07 nan nan nan
2.011600806434178288e-07 nan nan nan
2.107444419312217846e-07 nan nan nan
2.199114857512855361e-07 nan nan nan
2.221441469079183181e-07 nan nan nan
2.265434679827795515e-07 nan nan nan
2.287113974549007912e-07 nan nan nan
2.392565684078877935e-07 nan nan nan
2.453662300453041019e-07 nan nan nan
2.513274122871834471e-07 nan nan nan
2.532832971340211505e-07 nan nan nan
2.590623668683037956e-07 nan nan nan
2.665729762895019712e-07 nan nan nan
2.684177939853323629e-07 nan nan nan
2.702500186273097292e-07 nan nan nan
2.809925892416290637e-07 nan nan nan
2.827433388230813846e-07 nan nan nan
2.844833142539870326e-07 nan nan nan
2.896405313647582865e-07 9.335451003417708643e-03 7.942424979534535526e-04 4.782566725662489547e-03
2.896405313647583394e-07 9.335451003417708643e-03 7.942424979534535526e-04 4.782566725662490414e-03
2.963772581857375075e-07 9.414547736671058029e-03 7.518662168385891994e-04 4.913502852175713823e-03
2.980376479738830414e-07 9.434042576176877165e-03 7.417738723275641745e-04 4.945774460204239303e-03
3.094109931637315926e-07 9.567578412583103292e-03 6.761915832701164818e-04 5.166828661187872727e-03
3.110018056710856771e-07 9.586256336728465888e-03 6.674929124346668831e-04 5.197747953784549561e-03
3.141592653589793221e-07 9.623328456962551569e-03 6.505577764685806881e-04 5.259116857725700672e-03
3.157261542080454867e-07 9.641725490510991495e-03 6.423139205395609610e-04 5.289571166179262915e-03
3.203808448882818688e-07 9.696376782881193507e-03 6.184352448258415361e-04 5.380040497055109741e-03
3.234467601500240940e-07 9.732374068815396323e-03 6.031940258110215450e-04 5.439630128527201021e-03
3.279919022961908300e-07 9.785739138453420499e-03 5.812877282104466888e-04 5.527970256141960179e-03
3.339558799187547612e-07 9.855762928890022742e-03 5.537453200186372593e-04 5.643887102595971858e-03
3.383598839292810834e-07 9.907470878421611310e-03 5.342482125576033256e-04 5.729484046276583226e-03
3.398152019741693008e-07 9.924557945517286511e-03 5.279574382339074015e-04 5.757769846295822738e-03
3.455751918948772596e-07 9.992186691406376720e-03 5.037776194509319128e-04 5.869721954346878920e-03
3.470002502784258482e-07 1.000891847611864657e-02 4.979682631154026210e-04 5.897419622629341412e-03
3.512407365520363429e-07 1.005870654390903646e-02 4.810748641410322857e-04 5.979838408777827033e-03
