0.000000000000000000e+00 nan nan nan
3.232758620689654935e-08 nan nan nan
4.571811085257849990e-08 nan nan nan
6.465517241379309870e-08 nan nan nan
7.228668030710526279e-08 nan nan nan
9.143622170515699981e-08 nan nan nan
9.698275862068963481e-08 nan nan nan
1.022288036692363858e-07 nan nan nan
1.165587696809479057e-07 nan nan nan
1.293103448275861974e-07 nan nan nan
1.332900525522950495e-07 nan nan nan
1.371543325577354865e-07 nan nan nan
1.445733606142105256e-07 nan nan nan
1.616379310344827335e-07 nan nan nan
1.648389928963184679e-07 nan nan nan
1.740893795409860895e-07 nan nan nan
1.828724434103139996e-07 nan nan nan
1.885006000488782280e-07 nan nan nan
1.939655172413792696e-07 nan nan nan
1.966410300742958505e-07 nan nan nan
2.044576073384727715e-07 nan nan nan
2.069975507790791407e-07 nan nan nan
2.168600409213157619e-07 nan nan nan
2.262931034482758322e-07 nan nan nan
2.285905542628924863e-07 nan nan nan
2.331175393618958114e-07 nan nan nan
2.353483800413960349e-07 nan nan nan
2.461995616119797857e-07 nan nan nan
2.524865196952581743e-07 nan nan nan
2.586206896551723948e-07 1.667597066186520330e-02 3.935294750737035677e-04 3.022518423361497120e-01
2.606333323803410224e-07 1.672183811580989915e-02 3.888397761354710322e-04 3.123256630709598802e-01
2.665801051045900989e-07 1.685736307542547510e-02 3.753070758192758962e-04 3.420908676080572364e-01
2.743086651154709730e-07 1.703349437082376377e-02 3.584210000798928415e-04 3.807743990238554033e-01
2.762070176287994497e-07 1.707675718910095855e-02 3.543908718735111593e-04 3.902761663626887478e-01
2.780924116500848515e-07 1.711972468768253874e-02 3.504331074903342170e-04 3.997130729469514088e-01
2.891467212284210512e-07 1.736854938057398601e-02 3.332117152263081700e-04 4.584604999884291376e-01
2.909482758620689309e-07 1.740886434137203786e-02 3.308768255652468288e-04 4.682958232000703491e-01
2.927387436897871627e-07 1.744893120303499592e-02 3.285725154773478838e-04 4.780706196213128645e-01
2.980456182314510496e-07 1.756768776756623823e-02 3.218364770183593151e-04 5.070427225961797735e-01
3.049778383207953729e-07 1.772281610834794061e-02 3.132449572844103356e-04 5.448881611299410954e-01
3.066864110077091705e-07 1.776105033095049315e-02 3.111628891850393738e-04 5.542158630450103596e-01
3.183897996270292083e-07 1.801910766696463231e-02 2.986612035289275225e-04 6.169095028352348242e-01
3.200267759680494861e-07 1.805501012526364302e-02 2.970226917600164870e-04 6.256184490259155684e-01
3.232758620689654670e-07 1.812626966355075989e-02 2.937971373874331284e-04 6.429040476706272544e-01
3.248882205103735560e-07 1.816163219766633169e-02 2.922094848717615907e-04 6.514820231455571431e-01
